34200.01399412,3,16085616,100,310400,-1
34200.01399412,1,16116348,100,310500,-1
34200.015247805,1,16116658,100,310400,-1
34200.015442111,1,16116704,100,310500,-1
34200.015789148,1,16116752,100,310600,-1
34200.016299574,1,16116815,100,310700,-1
34200.016405181,3,12703297,100,311300,-1
34200.016793836,3,12665624,100,311400,-1
34200.017029005,3,12665620,100,311500,-1
34200.017173303,3,12665619,100,311600,-1
34200.020733481,1,16118193,100,310300,-1
34200.020823678,3,16116815,100,310700,-1
34200.022011407,1,16118930,100,310200,-1
34200.022043001,3,16116752,100,310600,-1
34200.022343661,1,16119035,100,310100,-1
34200.022408276,3,16116704,100,310500,-1
34200.022512035,1,16119145,100,310000,-1
34200.022532168,3,16116658,100,310400,-1
34200.034992372,3,13918308,100,311000,-1
34200.03988397,5,0,300,309600,-1
34200.03988397,5,0,27,309700,-1
34200.040031961,1,16124823,100,308400,1
34200.04007495,1,16124830,100,308400,1
34200.040118534,1,16124842,100,308400,1
34200.040131692,1,16124846,100,309400,1
34200.040145745,1,16124848,100,308400,1
34200.040163451,1,16124853,100,309000,1
34200.04017475,1,16124855,100,308400,1
34200.040198536,1,16124858,100,308100,1
34200.040204905,1,16124861,100,308400,1
34200.040224499,3,13918291,100,307800,1
34200.040259883,3,13918295,100,307700,1
34200.040284295,3,13918298,100,307600,1
34200.040364789,1,16124881,100,308200,1
34200.040414795,3,13918309,100,307900,1
34200.040473189,1,16124903,100,308300,1
34200.040531332,3,16124858,100,308100,1
34200.074388695,1,16135101,300,309500,1
34200.086421126,1,16138350,1200,308600,1
34200.086658803,1,16138433,200,308000,1
34200.086729355,1,16138460,200,307900,1
34200.086829629,1,16138489,200,307800,1
34200.086877969,1,16138516,200,307700,1
34200.086948021,1,16138543,200,307600,1
34200.086976654,1,16138553,200,307500,1
34200.08702691,1,16138570,200,307400,1
34200.087072381,1,16138579,200,311100,-1
34200.087106854,1,16138591,200,311200,-1
34200.087218442,1,16138612,200,311300,-1
34200.087269698,1,16138635,200,311400,-1
34200.087344627,1,16138649,200,311500,-1
34200.087421168,1,16138669,200,311600,-1
34200.087470681,1,16138694,200,311700,-1
34200.100421505,1,16141929,1000,295000,1
34200.100996154,1,16142109,3000,308300,1
34200.101199378,3,16138570,200,307400,1
34200.101199378,1,16142174,200,308300,1
34200.101270178,3,16138553,200,307500,1
34200.101270178,1,16142193,200,308200,1
34200.101305371,3,16138543,200,307600,1
34200.101305371,1,16142205,200,308100,1
34200.106750341,1,16143489,200,309200,1
34200.107371985,1,16143675,400,309100,1
34200.108647392,1,16143782,400,309000,1
34200.108677985,1,16143806,400,308900,1
34200.115385383,1,16145541,1200,308800,1
34200.129704648,1,16149096,3000,308500,1
34200.131519778,1,16149379,96,307500,1
34200.132162859,1,16149461,96,311600,-1
34200.171449087,1,16160020,6600,310000,-1
34200.171989198,3,16116348,100,310500,-1
34200.171989198,1,16160123,100,310400,-1
34200.185972109,1,16163114,1200,310100,-1
34200.186048427,3,15864568,3000,311100,-1
34200.186394484,3,16138516,200,307700,1
34200.186394484,1,16163204,200,308500,1
34200.186396664,1,16163205,200,310300,-1
34200.186421556,3,16138489,200,307800,1
34200.186421556,1,16163206,200,308400,1
34200.186441385,3,16138579,200,311100,-1
34200.186441385,1,16163210,200,313800,-1
34200.186499036,3,16138591,200,311200,-1
34200.186499036,1,16163219,200,313900,-1
34200.18654263,3,16138612,200,311300,-1
34200.18654263,1,16163224,200,314000,-1
34200.186596598,3,16138635,200,311400,-1
34200.186596598,1,16163230,200,314100,-1
34200.186630987,3,16138649,200,311500,-1
34200.186630987,1,16163234,200,314200,-1
34200.186663719,3,16138669,200,311600,-1
34200.186663719,1,16163241,200,314300,-1
34200.18672185,3,16138694,200,311700,-1
34200.18672185,1,16163245,200,314400,-1
34200.187127707,1,16163311,400,310400,-1
34200.18781431,1,16163457,400,310500,-1
34200.188322412,1,16163573,400,310600,-1
34200.19744278,1,16165149,3000,310700,-1
34200.197828228,3,16163210,200,313800,-1
34200.197828228,1,16165291,200,310700,-1
34200.197857733,3,16163219,200,313900,-1
34200.197857733,1,16165298,200,310800,-1
34200.197888753,3,16163224,200,314000,-1
34200.197888753,1,16165310,200,310900,-1
34200.197919227,3,16163230,200,314100,-1
34200.197919227,1,16165321,200,311000,-1
34200.197929252,1,16165325,3000,310800,-1
34200.197952331,3,16163234,200,314200,-1
34200.197952331,1,16165333,200,311100,-1
34200.197973132,3,16163241,200,314300,-1
34200.197973132,1,16165335,200,311200,-1
34200.197992894,3,16163245,200,314400,-1
34200.197992894,1,16165339,200,311300,-1
34200.201883187,1,16166153,100,309700,-1
34200.201957189,1,16166170,100,309800,-1
34200.201980685,3,16118193,100,310300,-1
34200.201990338,1,16166187,100,309700,-1
34200.202071761,3,16069562,100,309200,1
34200.202071761,1,16166225,100,309100,1
34200.203283207,3,16166153,100,309700,-1
34200.204967052,1,16167006,100,309700,-1
34200.211166441,1,16168549,100,309700,-1
34200.211550116,1,16168686,3000,310600,-1
34200.211650409,1,16168723,200,309400,1
34200.211703658,3,15749193,400,308400,1
34200.211842997,3,16165339,200,311300,-1
34200.211842997,1,16168807,200,310600,-1
34200.212265938,1,16168919,200,309300,1
34200.214142059,3,16168723,200,309400,1
34200.214165857,1,16169307,3000,308700,1
34200.214457331,3,16138460,200,307900,1
34200.214457331,1,16169370,200,308700,1
34200.214536793,3,16138433,200,308000,1
34200.214536793,1,16169383,200,308600,1
34200.217149825,1,16170086,200,309400,1
34200.217151466,1,16170087,1200,308900,1
34200.217210476,3,16085654,3000,307900,1
34200.248991877,1,16177736,20,309300,1
34200.250341672,1,16178017,88,306600,1
34200.31331466,1,16189570,200,310200,-1
34200.317289601,4,16168549,100,309700,-1
34200.317289601,4,16166187,100,309700,-1
34200.317289601,4,16167006,100,309700,-1
34200.317289601,4,16166170,100,309800,-1
34200.317289601,4,15782058,1439,309900,-1
34200.317289601,4,15801048,455,309900,-1
34200.317289601,4,15801569,1894,309900,-1
34200.317289601,1,7326600,5,309900,1
34200.317289601,1,3581980,28,310000,-1
34200.317289601,1,1368569,250,309800,1
34200.317289601,1,3906511,100,310000,-1
34200.317289601,1,1370414,300,309800,1
34200.317289601,1,4743470,100,310000,-1
34200.317289601,1,1375833,5,309800,1
34200.317289601,1,4745892,267,310000,-1
34200.317289601,1,2177947,50,309800,1
34200.317289601,1,4748779,2111,310000,-1
34200.317289601,1,1372100,100,309700,1
34200.317289601,1,4749881,1867,310000,-1
34200.317289601,1,3559741,148,309700,1
34200.317289601,1,4751686,29,310000,-1
34200.317289601,1,4887006,1,309700,1
34200.317289601,1,4752136,87,310000,-1
34200.317289601,1,4887010,4,309700,1
34200.317289601,1,4752217,250,310000,-1
34200.317289601,1,1376057,20,309600,1
34200.317289601,1,4754975,141,310000,-1
34200.317289601,1,10426539,81,309600,1
